Lobbying Firm,Client Prefix,Client First Name,Client Middle,Client Last Name,Client Suffix,Report Quarter,Report Year,Amount Paid,Lobbying Firm Quarterly Report
Sage Advisors Inc,,,,"AIRBUS AMERICAS, INC.",,1,2013,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4707
Sage Advisors Inc,,,,Apartment Investment and Management Company,,1,2013,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4707
Sage Advisors Inc,,,,"CA, INC.",,1,2013,$17000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4707
Sage Advisors Inc,,,,CALIFORNIA STATE PIPE TRADES AND DISTRICT COUNCIL 16,,1,2013,$5000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4707
Sage Advisors Inc,,,,DFS GROUP L.P. / DFS NORTH AMERICA,,1,2013,$14000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4707
Sage Advisors Inc,,,,Emerson College,,1,2013,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4707
Sage Advisors Inc,,,,"FELD ENTERTAINMENT, INC.",,1,2013,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4707
Sage Advisors Inc,,,,"HEALTH NET, INC.",,1,2013,$25000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4707
Sage Advisors Inc,,,,"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 11",,1,2013,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4707
Sage Advisors Inc,,,,"International Brotherhood of Electrical Workers, Local 18",,1,2013,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4707
Sage Advisors Inc,,,,"NBCUniversal Media, LLC",,1,2013,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4707
Sage Advisors Inc,,,,"Oracle America, Inc. ",,1,2013,$7500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4707
Sage Advisors Inc,,,,"SHANGRI-LA CONSTRUCTION, LP",,1,2013,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4707
Sage Advisors Inc,,,,TITAN OUTDOOR LLC,,1,2013,$7500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4707
Marathon Communications Inc,,,,Academy of Motion Picture Arts and Sciences,,1,2013,$22727.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4709
Seymour Consulting Group,,,,M&A Gabaee,,1,2013,$9992.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4503
Seymour Consulting Group,,,,Occidental College,,1,2013,$94.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4503
Seymour Consulting Group,,,,Soho House,,1,2013,$13803.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4503
Rick Taylor and Associates,,,,Paramount Construction,,1,2013,$12000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4721
Marathon Communications Inc,,,,"Bechtel Development Company, Inc. for Soda Mountain Solar, LLC",,1,2013,$24000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4709
Marathon Communications Inc,,,,Burbank-Glendale-Pasadena Airport Authority,,1,2013,$16000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4709
Marathon Communications Inc,,,,Casden West LA LLC,,1,2013,$118722.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4709
Marathon Communications Inc,,,,DFS North America,,1,2013,$10656.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4709
Marathon Communications Inc,,,,HNTB Corporation,,1,2013,$30110.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4709
Ek & Ek,,,,MackUrban,,1,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=32869
Marathon Communications Inc,,,,iStar Financial,,1,2013,$56168.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4709
Marathon Communications Inc,,,,Mayer Brown LLP on behalf of Summit Media LLC,,1,2013,$24000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4709
Marathon Communications Inc,,,,Millennium Partners,,1,2013,$84543.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4709
Marathon Communications Inc,,,,"Consolidated Disposal Service, L.L.C. dba Republic Services",,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4709
Marathon Communications Inc,,,,Target Corporation,,1,2013,$25917.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4709
Marathon Communications Inc,,,,The Ratkovich Company,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4709
Marathon Communications Inc,,,,Townscape Partners,,1,2013,$8648.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4709
McDermott Consulting Inc.,,,,"Marathon Communications, Inc. on behalf of Bob Hope Airport ",,1,2013,$28691.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4736
Sugerman Communications Group,,,,Archer School for Girls,,1,2013,$2125.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4750
Sugerman Communications Group,,,,"Capri Urban Baldwin, LLC; Capri Urban Crenshaw, LLC",,1,2013,$1750.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4750
"Rosenheim & Associates, Inc.",,,,A Community of Friends,,1,2013,$4660.91,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
"Rosenheim & Associates, Inc.",,,,"Agora Realty & Management, Inc.",,1,2013,$2872.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
Gresham Savage Nolan & Tilden,,,,Wal-Mart Real Estate Business Trust ,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4758
Manatt Phelps & Phillips LLP,,,,AMDA College and Conservatory of the Performing Arts,,1,2013,$5344.09,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4765
Manatt Phelps & Phillips LLP,,Lundberg,,Andy,,1,2013,$4456.48,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4765
Manatt Phelps & Phillips LLP,,Benjamin,,Lee,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4765
Manatt Phelps & Phillips LLP,,William ,,Burnside,,1,2013,$178.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4765
Manatt Phelps & Phillips LLP,,,,Raytheon Company,,1,2013,$258.75,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4765
Manatt Phelps & Phillips LLP,,,,"Regency Outdoor Advertising, Inc.",,1,2013,$7752.07,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4765
Manatt Phelps & Phillips LLP,,,,Sidewalk Enterprises,,1,2013,$1963.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4765
Manatt Phelps & Phillips LLP,,,,The Bea Arthur Trust,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4765
Manatt Phelps & Phillips LLP,,,,"Wal-Mart Stores, Inc.",,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4765
Manatt Phelps & Phillips LLP,,,,"Xerox Business Services, LLC and its Affiliates",,1,2013,$2829.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4765
The Santa Maria Group,,,,WNC & Associates,,1,2013,$20000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4793
The Santa Maria Group,,,,Doheny Eye Institute,,1,2013,$22500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4793
The Santa Maria Group,,,,Sierra Systems,,1,2013,$6500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4793
The Santa Maria Group,,,,Lite Solar,,1,2013,$27000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4793
The Santa Maria Group,,,,Tom N Toms Coffee,,1,2013,$6500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4793
Douglas LLC,,,,Bridge Housing Corporation,,1,2013,$18075.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4797
"Urban Solutions, LLC",,,,American Communities,,1,2013,$10000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4800
"Urban Solutions, LLC",,,,"Astani Enterprises, Inc.",,1,2013,$5250.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4800
"Urban Solutions, LLC",,,,Anastasi Development Company,,1,2013,$525.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4800
"Urban Solutions, LLC",,,,"Carmel Partners, Inc.",,1,2013,$3075.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4800
"Urban Solutions, LLC",,,,Chrysler Group Realty Company LLC,,1,2013,$18750.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4800
"Urban Solutions, LLC",,,,City Market of Los Angeles,,1,2013,$16161.27,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4800
"Urban Solutions, LLC",,,,"iHeartMedia, Inc., Clear Channel Outdoor, and Affiliated Entities",,1,2013,$58974.01,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4800
"Urban Solutions, LLC",,,,Holland Partner Group,,1,2013,$10062.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4800
"Urban Solutions, LLC",,,,"LaeRoc Partners, Inc.",,1,2013,$4075.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4800
"Urban Solutions, LLC",,,,Los Angeles Chinatown Business Council,,1,2013,$3000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4800
"Urban Solutions, LLC",,,,"NBCUniversal Media, LLC",,1,2013,$20056.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4800
"Urban Solutions, LLC",,,,Streetline Networks,,1,2013,$4082.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4800
"Urban Solutions, LLC",,,,Urban Housing Communities,,1,2013,$10067.19,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4800
Eric Shabsis Public Affairs,,,,CVS,,1,2013,$15075.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4741
Eric Shabsis Public Affairs,,,,"Marathon Communications, Inc on behalf of Bechtel Development Corp, Inc. ",,1,2013,$1674.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4741
Eric Shabsis Public Affairs,,,,Marathon Communications on behalf of IStar Financial,,1,2013,$5398.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4741
Eric Shabsis Public Affairs,,,,"Marathon Communications, Inc. on behalf of Rainbow Environmental Services",,1,2013,$2653.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4741
Eric Shabsis Public Affairs,,,,"Marathon Communications, Inc. on behalf of Summit Media, LLC",,1,2013,$10886.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4741
Eric Shabsis Public Affairs,,,,Sam Schwartz Engineering,,1,2013,$9075.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4741
"Kosmont & Associates, Inc. dba Kosmont Companies",,,,Kilroy Realty LP,,1,2013,$1521.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4789
Greer/Dailey,,,,David Gershwin Consulting on behalf of Clear Channel Outdoor,,1,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4815
Greer/Dailey,,,,Fox Studios,,1,2013,$20000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4815
Greer/Dailey,,,,Harvard-Westlake School,,1,2013,$22831.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4815
Greer/Dailey,,,,JMB Realty,,1,2013,$6281.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4815
Greer/Dailey,,,,NBC Universal Studios,,1,2013,$158576.16,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4815
Greer/Dailey,,,,Next Century Associates,,1,2013,$7258.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4815
Dakota Communications,,,,"Westfield, LLC",,1,2013,$5500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4826
"Rosenheim & Associates, Inc.",,,,Avalon Bay Communities Inc,,1,2013,$2014.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
"Rosenheim & Associates, Inc.",,,,Brentwood Capital Partners,,1,2013,$368.75,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
"Rosenheim & Associates, Inc.",,,,Chabad of West Hills,,1,2013,$914.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
"Rosenheim & Associates, Inc.",,,,"Chavez Realty Development, LLC",,1,2013,$7213.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
"Rosenheim & Associates, Inc.",,,,El Cortez Motel,,1,2013,$2587.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
"Rosenheim & Associates, Inc.",,,,"Emser, LLC",,1,2013,$221.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
"Rosenheim & Associates, Inc.",,,,"En Pointe Investments, LLC",,1,2013,$810.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
"Rosenheim & Associates, Inc.",,,,EnGage Mediation,,1,2013,$360.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
"Rosenheim & Associates, Inc.",,,,Equinox Fitness,,1,2013,$2625.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
"Rosenheim & Associates, Inc.",,,,"GK Ventures, LLC",,1,2013,$781.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
"Rosenheim & Associates, Inc.",,,,"Hollywood Tow Service, Inc.",,1,2013,$1304.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
"Rosenheim & Associates, Inc.",,,,Holy Martyrs Armenian Elementary & Ferrahian High School,,1,2013,$1330.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
"Rosenheim & Associates, Inc.",,,,Iglesia de Cristo Emanuel Llamada Final,,1,2013,$1512.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
"Rosenheim & Associates, Inc.",,Juliana,,Maio,,1,2013,$7726.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
"Rosenheim & Associates, Inc.",,,,Keyes Motors Inc,,1,2013,$781.75,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
"Rosenheim & Associates, Inc.",,,,Jewish Home for the Aging,,1,2013,$7686.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
"Rosenheim & Associates, Inc.",,,,"MREC Pinecrest, LLC",,1,2013,$1047.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
"Rosenheim & Associates, Inc.",Mr.,Nathan,,Fischel,,1,2013,$922.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
"Kosmont & Associates, Inc. dba Kosmont Companies",,,,Gateway to L.A. PBID,,1,2013,$9345.30,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4789
"Rosenheim & Associates, Inc.",,,,Pacifica Montessori School,,1,2013,$1510.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
"Rosenheim & Associates, Inc.",Mr.,Richard,,Coulter,,1,2013,$705.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
"Rosenheim & Associates, Inc.",,,,Shubin-Nadal Realty Investors,,1,2013,$811.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
"Rosenheim & Associates, Inc.",,,,Somerset Group,,1,2013,$1194.75,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
"Rosenheim & Associates, Inc.",,,,Warner Center Association,,1,2013,$2364.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
"Rosenheim & Associates, Inc.",,,,West Valley Eruv Society,,1,2013,$1404.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
"Rosenheim & Associates, Inc.",,,,Yeshiva Ketana of Los Angeles,,1,2013,$3916.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4368
Park & Velayos,,,,"Agora Realty & Management, Inc.",,1,2013,$2100.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4857
Park & Velayos,,,,"Capri Urban Baldwin, LLC; Capri Urban Crenshaw, LLC",,1,2013,$1000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4857
Park & Velayos,,,,Community Impact Development II,,1,2013,$23800.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4857
Park & Velayos,,,,"Garden Lane Properties, LLC",,1,2013,$10600.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4857
Park & Velayos,,,,Public Storage,,1,2013,$300.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4857
Park & Velayos,,,,The Home Depot,,1,2013,$6700.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4857
"Urban Solutions, LLC",,,,Delson Investment Company,,1,2013,$1012.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4800
Colibri Strategies,,,,Liberty Hill Foundation ,,1,2013,$10125.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4883
Donald R. Spivack,,,,Liberty Hill Foundation ,,1,2013,$3935.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4884
Mercury Public Affairs,,,,American Progressive Bag Alliance,,1,2013,$37500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4898
Mercury Public Affairs,,,,California Restaurant Association,,1,2013,$7500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4898
Mercury Public Affairs,,,,First Solar,,1,2013,$24000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4898
Latham & Watkins LLP,,,,Montrose Chemical Corporation of California,,1,2013,$55568.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4469
Latham & Watkins LLP,,,,"CH Palladium, LLC",,1,2013,$8745.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4469
Latham & Watkins LLP,,,,"Honeywell International, Inc.",,1,2013,$5916.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4469
Latham & Watkins LLP,,BRUCE & MARTHA,,KARSH,,1,2013,$38001.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4469
Latham & Watkins LLP,,,,"NBCUniversal Media, LLC",,1,2013,$137016.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4469
Latham & Watkins LLP,,,,"Westfield, LLC",,1,2013,$20443.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4469
Latham & Watkins LLP,,,,"512 Perugia Way, LLC",,1,2013,$6489.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4469
Latham & Watkins LLP,,,,"Apartment Investments & Management Company (""AIMCO"")",,1,2013,$9484.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4469
Latham & Watkins LLP,,,,Archer School for Girls,,1,2013,$13933.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4469
Latham & Watkins LLP,,,,Clear Channel Outdoor,,1,2013,$44497.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4469
Latham & Watkins LLP,,,,"DCOR, LLC",,1,2013,$691.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4469
Latham & Watkins LLP,,,,Forest Lawn Memorial Park Assn,,1,2013,$4895.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&DOCUMENT_ID=4469
